,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,credit_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total Wealth,social_class,loan_type,credit_rating,loan_term_type
3819,0,Graduate,Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000,Approved,21100000,Low Middle Class,Silver,Fair,Intermedate Term
3820,4,Graduate,Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,Approved,26000000,Low Middle Class,Silver,Good,Long Term
3821,5,Graduate,Yes,600000,1500000,12,509,1600000,100000,1900000,800000,Rejected,5000000,Low Class,Bronze,Poor,Long Term
3822,0,Graduate,No,1800000,6600000,4,898,2400000,100000,4600000,1400000,Approved,10300000,Low Class,Silver,Excellent,Intermedate Term
3823,2,Graduate,Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,Approved,35900000,Low Middle Class,Silver,Poor,Short Term
3824,1,Graduate,No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,Approved,7500000,Low Class,Bronze,Good,Intermedate Term
3825,2,Not Graduate,Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000,Approved,14200000,Low Middle Class,Bronze,Excellent,Long Term
3826,1,Graduate,Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,Rejected,25100000,Low Middle Class,Silver,Poor,Long Term
3827,1,Graduate,Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000,Rejected,89100000,High Class,Platinum,Poor,Long Term
3828,0,Not Graduate,Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected,12400000,Low Middle Class,Silver,Very Poor,Long Term
3829,1,Graduate,No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,12700000,Low Middle Class,Bronze,Fair,Long Term
3830,0,Graduate,Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved,32200000,Low Middle Class,Silver,Poor,Long Term
3831,3,Graduate,No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,Rejected,10700000,Low Class,Bronze,Very Poor,Long Term
3832,0,Not Graduate,No,8000000,18000000,16,791,13900000,10300000,23400000,10600000,Approved,66200000,High Class,Gold,Excellent,Long Term
3833,4,Not Graduate,Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,Rejected,32800000,Low Middle Class,Gold,Very Poor,Long Term
3834,5,Graduate,No,4500000,10200000,12,726,2900000,8600000,17500000,4200000,Approved,37700000,High Middle Class,Silver,Good,Long Term
3835,1,Graduate,No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,Approved,27200000,Low Middle Class,Silver,Good,Short Term
3836,5,Graduate,Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,Rejected,39000000,High Middle Class,Silver,Very Poor,Long Term
3837,2,Not Graduate,Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Rejected,25500000,Low Middle Class,Silver,Very Poor,Long Term
3838,0,Graduate,Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Rejected,35800000,Low Middle Class,Silver,Very Poor,Long Term
3839,2,Not Graduate,Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Approved,35700000,Low Middle Class,Gold,Poor,Short Term
3840,4,Not Graduate,Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Rejected,42700000,High Middle Class,Gold,Very Poor,Long Term
3841,5,Graduate,Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Approved,11700000,Low Middle Class,Silver,Poor,Long Term
3842,1,Not Graduate,No,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Rejected,40800000,High Middle Class,Silver,Very Poor,Long Term
3843,4,Not Graduate,No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Approved,49000000,High Middle Class,Platinum,Very Poor,Short Term
3844,1,Not Graduate,Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Approved,60900000,High Class,Platinum,Excellent,Long Term
3845,4,Graduate,Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved,24500000,Low Middle Class,Silver,Fair,Long Term
3846,1,Not Graduate,No,5400000,19400000,8,800,800000,6100000,19500000,3000000,Approved,34800000,Low Middle Class,Gold,Excellent,Long Term
3847,0,Graduate,Yes,700000,2100000,12,813,200000,1300000,2200000,500000,Approved,4900000,Low Class,Bronze,Excellent,Long Term
3848,2,Graduate,No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Approved,59200000,High Class,Platinum,Poor,Long Term
3849,2,Not Graduate,No,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Approved,30900000,Low Middle Class,Gold,Excellent,Long Term
3850,5,Not Graduate,Yes,2500000,9400000,16,735,0,2200000,9500000,1700000,Approved,15900000,Low Middle Class,Silver,Good,Long Term
3851,4,Not Graduate,Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Approved,18400000,Low Middle Class,Silver,Good,Long Term
3852,5,Not Graduate,No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Approved,57500000,High Middle Class,Platinum,Fair,Long Term
3853,5,Graduate,No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved,78800000,High Class,Platinum,Excellent,Long Term
3854,0,Not Graduate,Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Approved,23700000,Low Middle Class,Silver,Fair,Long Term
3855,2,Graduate,Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Approved,57600000,High Middle Class,Platinum,Good,Long Term
3856,2,Graduate,Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000,Approved,11500000,Low Class,Bronze,Fair,Long Term
3857,4,Graduate,Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Approved,23000000,Low Middle Class,Silver,Excellent,Long Term
3858,5,Graduate,Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Rejected,21700000,Low Middle Class,Silver,Very Poor,Intermedate Term
3859,5,Graduate,Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Rejected,50700000,High Middle Class,Platinum,Very Poor,Intermedate Term
3860,4,Graduate,No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Approved,69600000,High Class,Platinum,Excellent,Long Term
3861,1,Not Graduate,Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Approved,51200000,High Middle Class,Silver,Excellent,Intermedate Term
3862,2,Not Graduate,No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Rejected,76100000,High Class,Platinum,Very Poor,Long Term
3863,3,Graduate,No,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Rejected,34400000,Low Middle Class,Silver,Poor,Long Term
3864,5,Not Graduate,Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,Approved,6700000,Low Class,Bronze,Excellent,Intermedate Term
3865,0,Graduate,No,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Rejected,51800000,High Middle Class,Silver,Very Poor,Long Term
3866,0,Graduate,No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Approved,37900000,High Middle Class,Silver,Good,Intermedate Term
3867,5,Not Graduate,Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Approved,21200000,Low Middle Class,Silver,Good,Intermedate Term
3868,5,Not Graduate,No,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Approved,79800000,High Class,Platinum,Poor,Long Term
3869,3,Not Graduate,Yes,900000,2500000,20,529,900000,300000,3200000,700000,Rejected,6000000,Low Class,Bronze,Poor,Long Term
3870,5,Not Graduate,No,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved,49300000,High Middle Class,Platinum,Very Poor,Intermedate Term
3871,0,Not Graduate,Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Rejected,57100000,High Middle Class,Platinum,Very Poor,Intermedate Term
3872,0,Graduate,No,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Approved,79100000,High Class,Gold,Excellent,Intermedate Term
3873,1,Not Graduate,No,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Rejected,39100000,High Middle Class,Gold,Very Poor,Intermedate Term
3874,2,Graduate,No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Rejected,24500000,Low Middle Class,Silver,Very Poor,Long Term
3875,5,Graduate,No,1600000,6100000,8,663,3900000,800000,6400000,1200000,Approved,13900000,Low Middle Class,Silver,Good,Long Term
3876,1,Not Graduate,No,1600000,5100000,18,729,2500000,2000000,6200000,900000,Approved,13200000,Low Middle Class,Silver,Good,Long Term
3877,2,Graduate,Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved,18600000,Low Middle Class,Silver,Very Poor,Intermedate Term
3878,2,Not Graduate,Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000,Approved,36100000,Low Middle Class,Gold,Excellent,Long Term
3879,3,Graduate,Yes,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Rejected,80600000,High Class,Gold,Very Poor,Long Term
3880,3,Not Graduate,No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Approved,86400000,High Class,Gold,Good,Long Term
3881,0,Graduate,Yes,5500000,17100000,8,353,400000,200000,17100000,5200000,Rejected,28400000,Low Middle Class,Gold,Very Poor,Long Term
3882,1,Graduate,Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Approved,84800000,High Class,Platinum,Good,Long Term
3883,4,Graduate,No,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Rejected,19800000,Low Middle Class,Silver,Very Poor,Long Term
3884,1,Not Graduate,Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Rejected,49300000,High Middle Class,Gold,Poor,Long Term
3885,2,Not Graduate,Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Approved,34600000,Low Middle Class,Gold,Good,Intermedate Term
3886,1,Graduate,Yes,500000,1800000,8,877,100000,200000,1100000,600000,Approved,2500000,Low Class,Bronze,Excellent,Long Term
3887,0,Graduate,No,4200000,11000000,20,817,6700000,2400000,11700000,6100000,Approved,31100000,Low Middle Class,Silver,Excellent,Long Term
3888,1,Not Graduate,No,9100000,23300000,18,792,800000,12600000,32100000,12400000,Approved,67000000,High Class,Gold,Excellent,Long Term
3889,4,Graduate,Yes,3200000,12800000,18,664,6300000,3400000,7600000,2100000,Approved,22600000,Low Middle Class,Silver,Good,Long Term
3890,4,Graduate,Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000,Approved,38500000,High Middle Class,Gold,Excellent,Long Term
3891,3,Not Graduate,Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000,Approved,18000000,Low Middle Class,Silver,Good,Long Term
3892,0,Graduate,No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,Approved,80600000,High Class,Platinum,Excellent,Long Term
3893,3,Graduate,Yes,500000,900000,12,538,0,700000,1500000,300000,Rejected,3000000,Low Class,Bronze,Poor,Long Term
3894,4,Not Graduate,No,6900000,18000000,8,347,16400000,9300000,18300000,8700000,Rejected,59600000,High Class,Gold,Very Poor,Long Term
3895,0,Graduate,Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000,Rejected,13500000,Low Middle Class,Silver,Very Poor,Long Term
3896,0,Graduate,Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000,Approved,32000000,Low Middle Class,Silver,Good,Short Term
3897,1,Not Graduate,No,3900000,12300000,10,683,1000000,700000,11700000,2400000,Approved,19700000,Low Middle Class,Silver,Good,Long Term
3898,2,Not Graduate,Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000,Approved,68400000,High Class,Platinum,Good,Long Term
3899,5,Graduate,No,900000,3200000,10,803,1600000,1700000,2300000,800000,Approved,7300000,Low Class,Bronze,Excellent,Long Term
3900,0,Graduate,Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000,Rejected,42500000,High Middle Class,Platinum,Very Poor,Intermedate Term
3901,5,Graduate,No,2300000,4900000,4,529,6200000,3900000,9200000,2000000,Rejected,23600000,Low Middle Class,Silver,Poor,Intermedate Term
3902,5,Graduate,Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,Approved,48900000,High Middle Class,Gold,Excellent,Intermedate Term
3903,3,Not Graduate,No,8800000,30700000,12,707,15000000,100000,32800000,8000000,Approved,64700000,High Class,Platinum,Good,Long Term
3904,1,Graduate,No,2600000,7200000,8,349,5900000,1400000,9400000,3000000,Rejected,22300000,Low Middle Class,Silver,Very Poor,Long Term
3905,1,Graduate,No,3700000,8700000,20,885,6200000,3500000,10900000,2600000,Approved,26900000,Low Middle Class,Silver,Excellent,Long Term
3906,2,Graduate,Yes,6200000,23800000,4,489,2900000,7500000,21300000,3300000,Approved,41200000,High Middle Class,Platinum,Very Poor,Intermedate Term
3907,3,Graduate,Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000,Rejected,10300000,Low Class,Bronze,Very Poor,Intermedate Term
3908,1,Not Graduate,No,6000000,20000000,12,637,10800000,4300000,20000000,8600000,Approved,49700000,High Middle Class,Gold,Fair,Long Term
3909,1,Not Graduate,Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000,Approved,79700000,High Class,Platinum,Very Poor,Intermedate Term
3910,1,Graduate,No,1700000,6700000,16,537,4300000,2900000,3500000,1100000,Rejected,13500000,Low Middle Class,Silver,Poor,Long Term
3911,5,Not Graduate,Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000,Rejected,10800000,Low Class,Bronze,Poor,Long Term
3912,1,Graduate,No,7100000,14300000,12,720,4600000,500000,27300000,8400000,Approved,47900000,High Middle Class,Silver,Good,Long Term
3913,5,Graduate,No,9400000,36800000,10,509,20700000,7400000,22400000,6300000,Rejected,66200000,High Class,Platinum,Poor,Long Term
3914,5,Not Graduate,No,6200000,16400000,6,360,900000,7200000,22400000,6300000,Rejected,43000000,High Middle Class,Gold,Very Poor,Intermedate Term
3915,1,Graduate,No,8300000,31800000,16,818,23400000,7400000,32200000,8500000,Approved,79800000,High Class,Platinum,Excellent,Long Term
3916,1,Graduate,Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000,Approved,55200000,High Middle Class,Gold,Good,Long Term
3917,1,Graduate,Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000,Rejected,34400000,Low Middle Class,Gold,Very Poor,Long Term
3918,3,Graduate,Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000,Approved,50000000,High Middle Class,Platinum,Excellent,Long Term
3919,2,Not Graduate,No,4900000,13500000,8,328,10500000,8100000,18300000,3400000,Rejected,45200000,High Middle Class,Silver,Very Poor,Long Term
3920,4,Graduate,No,9100000,26600000,2,812,23300000,11900000,33100000,10400000,Approved,87800000,High Class,Platinum,Excellent,Short Term
3921,3,Graduate,Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000,Rejected,72900000,High Class,Platinum,Very Poor,Long Term
3922,4,Graduate,Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,Approved,7200000,Low Class,Bronze,Poor,Long Term
3923,1,Not Graduate,No,6700000,25000000,20,598,5300000,12900000,13600000,7000000,Approved,45500000,High Middle Class,Platinum,Poor,Long Term
3924,5,Not Graduate,No,3200000,9300000,6,656,7000000,3200000,12700000,4200000,Approved,30300000,Low Middle Class,Silver,Fair,Intermedate Term
3925,0,Not Graduate,No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,Approved,42300000,High Middle Class,Platinum,Excellent,Short Term
3926,3,Graduate,No,4900000,12800000,14,653,7300000,1000000,13000000,7200000,Approved,33400000,Low Middle Class,Silver,Fair,Long Term
3927,1,Not Graduate,Yes,700000,1800000,16,641,2100000,400000,1600000,900000,Approved,5700000,Low Class,Bronze,Fair,Long Term
3928,2,Graduate,No,6400000,16500000,8,544,12100000,6300000,15200000,5400000,Rejected,45400000,High Middle Class,Gold,Poor,Long Term
3929,0,Not Graduate,Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000,Approved,29000000,Low Middle Class,Silver,Excellent,Long Term
3930,4,Graduate,No,9700000,26900000,10,460,11400000,3900000,31400000,9300000,Rejected,65700000,High Class,Platinum,Very Poor,Long Term
3931,5,Graduate,Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000,Approved,32800000,Low Middle Class,Silver,Excellent,Long Term
3932,2,Graduate,Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000,Approved,26200000,Low Middle Class,Silver,Good,Intermedate Term
3933,0,Not Graduate,No,9800000,20100000,16,606,6200000,800000,37300000,8700000,Approved,62800000,High Class,Gold,Fair,Long Term
3934,1,Not Graduate,No,5100000,14200000,6,451,6100000,7600000,11400000,5600000,Rejected,35800000,Low Middle Class,Silver,Very Poor,Intermedate Term
3935,4,Graduate,Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000,Rejected,37700000,High Middle Class,Silver,Very Poor,Long Term
3936,5,Graduate,No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,Rejected,10200000,Low Class,Bronze,Very Poor,Long Term
3937,2,Not Graduate,No,9700000,30200000,14,769,23700000,13600000,26400000,7500000,Approved,80900000,High Class,Platinum,Good,Long Term
3938,5,Not Graduate,Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000,Approved,23900000,Low Middle Class,Silver,Fair,Intermedate Term
3939,5,Graduate,No,4200000,12500000,18,723,1200000,300000,12900000,6100000,Approved,24700000,Low Middle Class,Silver,Good,Long Term
3940,4,Graduate,No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Approved,63300000,High Class,Platinum,Fair,Long Term
3941,3,Not Graduate,Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000,Rejected,41100000,High Middle Class,Gold,Very Poor,Intermedate Term
3942,0,Graduate,No,7600000,30100000,2,743,20700000,8700000,27600000,9600000,Approved,74200000,High Class,Platinum,Good,Short Term
3943,2,Graduate,No,6200000,16900000,12,754,2300000,4200000,15300000,7900000,Approved,35900000,Low Middle Class,Gold,Good,Long Term
3944,0,Graduate,No,8900000,21600000,10,552,2300000,9900000,20700000,11900000,Approved,53700000,High Middle Class,Gold,Poor,Long Term
3945,4,Not Graduate,Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000,Approved,84800000,High Class,Platinum,Poor,Long Term
3946,1,Graduate,Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000,Approved,27000000,Low Middle Class,Silver,Fair,Long Term
3947,2,Graduate,No,5300000,16700000,18,339,4600000,3300000,12000000,4100000,Rejected,29300000,Low Middle Class,Gold,Very Poor,Long Term
3948,2,Not Graduate,No,1400000,3100000,4,881,3700000,400000,5000000,1100000,Approved,11600000,Low Class,Bronze,Excellent,Intermedate Term
3949,1,Not Graduate,Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000,Rejected,60400000,High Class,Platinum,Poor,Long Term
3950,4,Not Graduate,No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,Approved,27800000,Low Middle Class,Gold,Poor,Intermedate Term
3951,5,Not Graduate,No,2800000,8200000,14,615,7400000,3300000,6700000,2700000,Approved,22900000,Low Middle Class,Silver,Fair,Long Term
3952,3,Not Graduate,No,1300000,3300000,8,795,1400000,800000,4600000,1600000,Approved,9700000,Low Class,Bronze,Excellent,Long Term
3953,4,Graduate,No,8400000,28700000,14,878,23400000,8300000,23900000,8600000,Approved,72600000,High Class,Platinum,Excellent,Long Term
